BIOMD0000000486,2,2,2
BIOMD0000000486,2,2,2
BIOMD0000000486,2,2,2
BIOMD0000000486,2,2,2
BIOMD0000000486,2,2,2
BIOMD0000000486,2,2,2
BIOMD0000000486,2,2,2
BIOMD0000000486,2,2,2
BIOMD0000000486,2,2,2
BIOMD0000000486,2,2,2
BIOMD0000000092,3,3,4
BIOMD0000000092,3,3,4
BIOMD0000000092,3,3,4
BIOMD0000000092,3,3,4
BIOMD0000000092,3,3,4
BIOMD0000000092,3,3,4
BIOMD0000000092,3,3,4
BIOMD0000000092,3,3,4
BIOMD0000000092,3,3,4
BIOMD0000000092,3,3,4
BIOMD0000000233,4,4,6
BIOMD0000000233,4,4,6
BIOMD0000000233,4,4,6
BIOMD0000000233,4,4,6
BIOMD0000000233,4,4,6
BIOMD0000000233,4,4,6
BIOMD0000000233,4,4,6
BIOMD0000000233,4,4,6
BIOMD0000000233,4,4,6
BIOMD0000000233,4,4,6
BIOMD0000000267,3,3,5
BIOMD0000000267,3,3,5
BIOMD0000000267,3,3,5
BIOMD0000000267,3,3,5
BIOMD0000000267,3,3,5
BIOMD0000000267,3,3,5
BIOMD0000000267,3,3,5
BIOMD0000000267,3,3,5
BIOMD0000000267,3,3,5
BIOMD0000000267,3,3,5
BIOMD0000000283,2,2,3
BIOMD0000000283,2,2,3
BIOMD0000000283,2,2,3
BIOMD0000000283,2,2,3
BIOMD0000000283,2,2,3
BIOMD0000000283,2,2,3
BIOMD0000000283,2,2,3
BIOMD0000000283,2,2,3
BIOMD0000000283,2,2,3
BIOMD0000000283,2,2,3
BIOMD0000000363,3,4,6
BIOMD0000000363,3,3,6
BIOMD0000000363,3,3,6
BIOMD0000000363,3,3,6
BIOMD0000000363,3,3,6
BIOMD0000000363,3,3,6
BIOMD0000000363,3,3,6
BIOMD0000000363,3,3,6
BIOMD0000000363,3,4,6
BIOMD0000000363,3,4,6
BIOMD0000000854,4,4,8
BIOMD0000000854,4,5,8
BIOMD0000000854,4,5,8
BIOMD0000000854,4,4,8
BIOMD0000000854,4,5,8
BIOMD0000000854,4,4,8
BIOMD0000000854,4,4,8
BIOMD0000000854,4,4,8
BIOMD0000000854,4,4,8
BIOMD0000000854,4,5,8
BIOMD0000000040,5,6,9
BIOMD0000000040,5,6,9
BIOMD0000000040,5,5,9
BIOMD0000000040,5,5,9
BIOMD0000000040,5,6,9
BIOMD0000000040,5,5,9
BIOMD0000000040,5,6,9
BIOMD0000000040,5,6,9
BIOMD0000000040,5,5,9
BIOMD0000000040,5,6,9
BIOMD0000000413,6,6,12
BIOMD0000000413,6,7,12
BIOMD0000000413,6,6,12
BIOMD0000000413,6,7,12
BIOMD0000000413,6,7,12
BIOMD0000000413,6,6,12
BIOMD0000000413,6,7,12
BIOMD0000000413,6,6,12
BIOMD0000000413,6,7,12
BIOMD0000000413,6,7,12
BIOMD0000000609,7,7,13
BIOMD0000000609,7,7,13
BIOMD0000000609,7,7,13
BIOMD0000000609,7,6,13
BIOMD0000000609,7,6,13
BIOMD0000000609,7,7,13
BIOMD0000000609,7,6,13
BIOMD0000000609,7,7,13
BIOMD0000000609,7,7,13
BIOMD0000000609,7,7,13
BIOMD0000000629,4,3,4
BIOMD0000000629,4,3,4
BIOMD0000000629,4,3,4
BIOMD0000000629,4,3,4
BIOMD0000000629,4,3,4
BIOMD0000000629,4,3,4
BIOMD0000000629,4,3,4
BIOMD0000000629,4,3,4
BIOMD0000000629,4,3,4
BIOMD0000000629,4,3,4
BIOMD0000000868,5,5,10
BIOMD0000000868,5,5,10
BIOMD0000000868,5,5,10
BIOMD0000000868,5,5,10
BIOMD0000000868,5,5,10
BIOMD0000000868,5,5,10
BIOMD0000000868,5,5,10
BIOMD0000000868,5,5,10
BIOMD0000000868,5,5,10
BIOMD0000000868,5,5,10
BIOMD0000000916,3,3,7
BIOMD0000000916,3,3,7
BIOMD0000000916,3,3,7
BIOMD0000000916,3,3,7
BIOMD0000000916,3,3,7
BIOMD0000000916,3,3,7
BIOMD0000000916,3,3,7
BIOMD0000000916,3,3,7
BIOMD0000000916,3,3,7
BIOMD0000000916,3,3,7
BIOMD0000000057,6,6,13
BIOMD0000000057,6,7,13
BIOMD0000000057,6,7,13
BIOMD0000000057,6,6,13
BIOMD0000000057,6,6,13
BIOMD0000000057,6,6,13
BIOMD0000000057,6,7,13
BIOMD0000000057,6,7,13
BIOMD0000000057,6,6,13
BIOMD0000000057,6,6,13
BIOMD0000000271,3,3,9
BIOMD0000000271,3,3,9
BIOMD0000000271,3,3,9
BIOMD0000000271,3,3,9
BIOMD0000000271,3,3,9
BIOMD0000000271,3,3,9
BIOMD0000000271,3,4,9
BIOMD0000000271,3,3,9
BIOMD0000000271,3,3,9
BIOMD0000000271,3,3,9
BIOMD0000000272,3,3,9
BIOMD0000000272,3,3,9
BIOMD0000000272,3,4,9
BIOMD0000000272,3,4,9
BIOMD0000000272,3,4,9
BIOMD0000000272,3,3,9
BIOMD0000000272,3,3,9
