[x1 1 1 1 1 1 1 1 1 1 1 1],50,0,405,455,15
[1 x1 x1 x1 x1 x1 x1 x1 x1 x1 x1 x1],50,0,405,455,15
[1 x1 1 1 1 1 1 1 1 1 1 1],75,0,1745,1820,16
[x1 1 x1 x1 x1 x1 x1 x1 x1 x1 x1 x1],75,0,1745,1820,16
[1 1 x1 1 1 1 1 1 1 1 1 1],80,0,1740,1820,16
[x1 x1 1 x1 x1 x1 x1 x1 x1 x1 x1 x1],80,0,1740,1820,16
[1 1 1 x1 1 1 1 1 1 1 1 1],55,0,400,455,15
[x1 x1 x1 1 x1 x1 x1 x1 x1 x1 x1 x1],75,0,1745,1820,16
[1 1 1 1 x1 1 1 1 1 1 1 1],50,0,405,455,15
[x1 x1 x1 x1 1 x1 x1 x1 x1 x1 x1 x1],50,0,405,455,15
[1 1 1 1 1 x1 1 1 1 1 1 1],50,0,405,455,15
[x1 x1 x1 x1 x1 1 x1 x1 x1 x1 x1 x1],30,0,61,91,14
[1 1 1 1 1 1 x1 1 1 1 1 1],150,0,50238,50388,19
[x1 x1 x1 x1 x1 x1 1 x1 x1 x1 x1 x1],150,0,50238,50388,19
[1 1 1 1 1 1 1 x1 1 1 1 1],50,0,405,455,15
[x1 x1 x1 x1 x1 x1 x1 1 x1 x1 x1 x1],50,0,405,455,15
[1 1 1 1 1 1 1 1 x1 1 1 1],80,0,1740,1820,16
[x1 x1 x1 x1 x1 x1 x1 x1 1 x1 x1 x1],80,0,1740,1820,16
[1 1 1 1 1 1 1 1 1 x1 1 1],55,0,400,455,15
[x1 x1 x1 x1 x1 x1 x1 x1 x1 1 x1 x1],75,0,1745,1820,16
[1 1 1 1 1 1 1 1 1 1 x1 1],50,0,405,455,15
[x1 x1 x1 x1 x1 x1 x1 x1 x1 x1 1 x1],50,0,405,455,15
[1 1 1 1 1 1 1 1 1 1 1 x1],50,0,405,455,15
[x1 x1 x1 x1 x1 x1 x1 x1 x1 x1 x1 1],30,0,61,91,14
[x2 1 1 1 1 1 1 1 1 1 1 1],50,0,405,455,15
[1 x2 x2 x2 x2 x2 x2 x2 x2 x2 x2 x2],50,0,405,455,15
[1 x2 1 1 1 1 1 1 1 1 1 1],75,0,1745,1820,16
[x2 1 x2 x2 x2 x2 x2 x2 x2 x2 x2 x2],75,0,1745,1820,16
[1 1 x2 1 1 1 1 1 1 1 1 1],100,0,6088,6188,17
[x2 x2 1 x2 x2 x2 x2 x2 x2 x2 x2 x2],100,0,6088,6188,17
[1 1 1 x2 1 1 1 1 1 1 1 1],75,0,1745,1820,16
[x2 x2 x2 1 x2 x2 x2 x2 x2 x2 x2 x2],75,0,1745,1820,16
[1 1 1 1 x2 1 1 1 1 1 1 1],50,0,405,455,15
[x2 x2 x2 x2 1 x2 x2 x2 x2 x2 x2 x2],50,0,405,455,15
[1 1 1 1 1 x2 1 1 1 1 1 1],50,0,405,455,15
[x2 x2 x2 x2 x2 1 x2 x2 x2 x2 x2 x2],50,0,405,455,15
[1 1 1 1 1 1 x2 1 1 1 1 1],150,0,50238,50388,19
[x2 x2 x2 x2 x2 x2 1 x2 x2 x2 x2 x2],150,0,50238,50388,19
[1 1 1 1 1 1 1 x2 1 1 1 1],50,0,405,455,15
[x2 x2 x2 x2 x2 x2 x2 1 x2 x2 x2 x2],50,0,405,455,15
[1 1 1 1 1 1 1 1 x2 1 1 1],100,0,6088,6188,17
[x2 x2 x2 x2 x2 x2 x2 x2 1 x2 x2 x2],100,0,6088,6188,17
[1 1 1 1 1 1 1 1 1 x2 1 1],75,0,1745,1820,16
[x2 x2 x2 x2 x2 x2 x2 x2 x2 1 x2 x2],75,0,1745,1820,16
[1 1 1 1 1 1 1 1 1 1 x2 1],50,0,405,455,15
[x2 x2 x2 x2 x2 x2 x2 x2 x2 x2 1 x2],50,0,405,455,15
[1 1 1 1 1 1 1 1 1 1 1 x2],50,0,405,455,15
[x2 x2 x2 x2 x2 x2 x2 x2 x2 x2 x2 1],50,0,405,455,15
[x3 1 1 1 1 1 1 1 1 1 1 1],50,0,405,455,15
[1 x3 x3 x3 x3 x3 x3 x3 x3 x3 x3 x3],50,0,405,455,15
[1 x3 1 1 1 1 1 1 1 1 1 1],75,0,1745,1820,16
[x3 1 x3 x3 x3 x3 x3 x3 x3 x3 x3 x3],75,0,1745,1820,16
[1 1 x3 1 1 1 1 1 1 1 1 1],100,0,6088,6188,17
[x3 x3 1 x3 x3 x3 x3 x3 x3 x3 x3 x3],100,0,6088,6188,17
[1 1 1 x3 1 1 1 1 1 1 1 1],75,0,1745,1820,16
[x3 x3 x3 1 x3 x3 x3 x3 x3 x3 x3 x3],75,0,1745,1820,16
[1 1 1 1 x3 1 1 1 1 1 1 1],50,0,405,455,15
[x3 x3 x3 x3 1 x3 x3 x3 x3 x3 x3 x3],50,0,405,455,15
[1 1 1 1 1 x3 1 1 1 1 1 1],50,0,405,455,15
[x3 x3 x3 x3 x3 1 x3 x3 x3 x3 x3 x3],50,0,405,455,15
[1 1 1 1 1 1 x3 1 1 1 1 1],150,0,50238,50388,19
[x3 x3 x3 x3 x3 x3 1 x3 x3 x3 x3 x3],150,0,50238,50388,19
[1 1 1 1 1 1 1 x3 1 1 1 1],50,0,405,455,15
[x3 x3 x3 x3 x3 x3 x3 1 x3 x3 x3 x3],50,0,405,455,15
[1 1 1 1 1 1 1 1 x3 1 1 1],100,0,6088,6188,17
[x3 x3 x3 x3 x3 x3 x3 x3 1 x3 x3 x3],100,0,6088,6188,17
[1 1 1 1 1 1 1 1 1 x3 1 1],75,0,1745,1820,16
[x3 x3 x3 x3 x3 x3 x3 x3 x3 1 x3 x3],75,0,1745,1820,16
[1 1 1 1 1 1 1 1 1 1 x3 1],50,0,405,455,15
[x3 x3 x3 x3 x3 x3 x3 x3 x3 x3 1 x3],50,0,405,455,15
[1 1 1 1 1 1 1 1 1 1 1 x3],50,0,405,455,15
[x3 x3 x3 x3 x3 x3 x3 x3 x3 x3 x3 1],50,0,405,455,15
[x4 1 1 1 1 1 1 1 1 1 1 1],50,0,405,455,15
[1 x4 x4 x4 x4 x4 x4 x4 x4 x4 x4 x4],50,0,405,455,15
[1 x4 1 1 1 1 1 1 1 1 1 1],75,0,1745,1820,16
[x4 1 x4 x4 x4 x4 x4 x4 x4 x4 x4 x4],75,0,1745,1820,16
[1 1 x4 1 1 1 1 1 1 1 1 1],100,0,6088,6188,17
[x4 x4 1 x4 x4 x4 x4 x4 x4 x4 x4 x4],100,0,6088,6188,17
[1 1 1 x4 1 1 1 1 1 1 1 1],75,0,1745,1820,16
[x4 x4 x4 1 x4 x4 x4 x4 x4 x4 x4 x4],75,0,1745,1820,16
[1 1 1 1 x4 1 1 1 1 1 1 1],50,0,405,455,15
[x4 x4 x4 x4 1 x4 x4 x4 x4 x4 x4 x4],50,0,405,455,15
[1 1 1 1 1 x4 1 1 1 1 1 1],50,0,405,455,15
[x4 x4 x4 x4 x4 1 x4 x4 x4 x4 x4 x4],50,0,405,455,15
[1 1 1 1 1 1 x4 1 1 1 1 1],150,0,50238,50388,19
[x4 x4 x4 x4 x4 x4 1 x4 x4 x4 x4 x4],150,0,50238,50388,19
