[x1 1 1 1],32,5,43,70,8
[1 x1 x1 x1],29,1,42,70,8
[1 x1 1 1],32,8,46,70,8
[x1 1 x1 x1],26,7,16,35,7
[1 1 x1 1],60,26,92,126,9
[x1 x1 1 x1],40,0,170,210,10
[1 1 1 x1],46,2,82,126,9
[x1 x1 x1 1],37,1,34,70,8
[x2 1 1 1],32,5,43,70,8
[1 x2 x2 x2],36,4,94,126,9
[1 x2 1 1],32,8,46,70,8
[x2 1 x2 x2],26,7,16,35,7
[1 1 x2 1],40,0,170,210,10
[x2 x2 1 x2],48,12,90,126,9
[1 1 1 x2],46,2,82,126,9
[x2 x2 x2 1],46,2,82,126,9
[x3 1 1 1],21,0,14,35,7
[1 x3 x3 x3],36,4,94,126,9
[1 x3 1 1],32,8,46,70,8
[x3 1 x3 x3],32,8,46,70,8
[1 1 x3 1],40,0,170,210,10
[x3 x3 1 x3],40,12,42,70,8
[1 1 1 x3],46,2,82,126,9
[x3 x3 x3 1],41,4,33,70,8
[x4 1 1 1],30,3,43,70,8
[1 x4 x4 x4],36,4,94,126,9
[1 x4 1 1],32,8,46,70,8
[x4 1 x4 x4],32,8,46,70,8
[1 1 x4 1],40,0,170,210,10
[x4 x4 1 x4],48,12,90,126,9
[1 1 1 x4],46,2,82,126,9
[x4 x4 x4 1],39,2,33,70,8
[1 1 1 1],23,4,16,35,7
