[x1 1 1 1],24,0,186,210,10
[1 x1 x1 x1],13,0,22,35,7
[1 x1 1 1],53,2,159,210,10
[x1 1 x1 x1],45,1,166,210,10
[1 1 x1 1],50,11,87,126,9
[x1 x1 1 x1],68,14,276,330,11
[1 1 1 x1],33,0,93,126,9
[x1 x1 x1 1],48,0,282,330,11
[x2 1 1 1],21,0,105,126,9
[1 x2 x2 x2],24,0,186,210,10
[1 x2 1 1],58,2,274,330,11
[x2 1 x2 x2],53,2,159,210,10
[1 1 x2 1],68,14,276,330,11
[x2 x2 1 x2],62,13,161,210,10
[1 1 1 x2],48,0,282,330,11
[x2 x2 x2 1],48,0,282,330,11
[x3 1 1 1],21,0,105,126,9
[1 x3 x3 x3],24,0,186,210,10
[1 x3 1 1],58,2,274,330,11
[x3 1 x3 x3],58,2,274,330,11
[1 1 x3 1],68,14,276,330,11
[x3 x3 1 x3],62,13,161,210,10
[1 1 1 x3],48,0,282,330,11
[x3 x3 x3 1],48,3,165,210,10
[x4 1 1 1],17,0,53,70,8
[1 x4 x4 x4],24,0,186,210,10
[1 x4 1 1],58,2,274,330,11
[x4 1 x4 x4],53,2,159,210,10
[1 1 x4 1],68,14,276,330,11
[x4 x4 1 x4],68,14,276,330,11
[1 1 1 x4],48,0,282,330,11
[x4 x4 x4 1],39,0,87,126,9
[1 1 1 1],21,0,105,126,9
