[x1 1 1 1],64,8,154,210,10
[1 x1 x1 x1],42,1,29,70,8
[1 x1 1 1],108,26,248,330,11
[x1 1 x1 x1],110,28,248,330,11
[1 1 x1 1],66,11,71,126,9
[x1 x1 1 x1],76,4,258,330,11
[1 1 1 x1],80,16,146,210,10
[x1 x1 x1 1],80,16,146,210,10
[x2 1 1 1],64,8,154,210,10
[1 x2 x2 x2],64,8,154,210,10
[1 x2 1 1],108,18,405,495,12
[x2 1 x2 x2],90,15,255,330,11
[1 1 x2 1],76,4,258,330,11
[x2 x2 1 x2],76,4,258,330,11
[1 1 1 x2],62,13,77,126,9
[x2 x2 x2 1],80,16,146,210,10
[x3 1 1 1],62,13,77,126,9
[1 x3 x3 x3],64,8,154,210,10
[1 x3 1 1],108,18,405,495,12
[x3 1 x3 x3],108,26,248,330,11
[1 1 x3 1],76,4,258,330,11
[x3 x3 1 x3],62,7,71,126,9
[1 1 1 x3],62,9,73,126,9
[x3 x3 x3 1],80,16,146,210,10
[x4 1 1 1],64,8,154,210,10
[1 x4 x4 x4],64,8,154,210,10
[1 x4 1 1],90,15,255,330,11
[x4 1 x4 x4],96,14,248,330,11
[1 1 x4 1],64,3,149,210,10
[x4 x4 1 x4],76,4,258,330,11
[1 1 1 x4],80,16,146,210,10
[x4 x4 x4 1],62,13,77,126,9
[1 1 1 1],62,13,77,126,9
