[x1 1 1],15,0,41,56,8
[1 x1 x1],15,0,41,56,8
[1 x1 1],14,0,21,35,7
[x1 1 x1],14,0,21,35,7
[1 1 x1],14,0,21,35,7
[x1 x1 1],14,0,21,35,7
[x2 1 1],13,0,22,35,7
[1 x2 x2],13,0,22,35,7
[1 x2 1],14,0,21,35,7
[x2 1 x2],12,0,8,20,6
[1 1 x2],16,4,8,20,6
[x2 x2 1],12,0,8,20,6
[x3 1 1],13,0,22,35,7
[1 x3 x3],15,0,41,56,8
[1 x3 1],14,0,21,35,7
[x3 1 x3],12,0,8,20,6
[1 1 x3],14,0,21,35,7
[x3 x3 1],14,0,21,35,7
[x4 1 1],13,0,22,35,7
[1 x4 x4],13,0,22,35,7
[1 x4 1],12,0,8,20,6
[x4 1 x4],14,0,21,35,7
[1 1 x4],16,4,8,20,6
[x4 x4 1],12,0,8,20,6
[1 1 1],7,0,3,10,5
