[x1 1 1 1],40,0,170,210,10
[1 x1 x1 x1],32,4,42,70,8
[1 x1 1 1],32,8,46,70,8
[x1 1 x1 x1],23,4,16,35,7
[1 1 x1 1],15,6,6,15,6
[x1 x1 1 x1],16,0,54,70,8
[1 1 1 x1],32,8,46,70,8
[x1 x1 x1 1],23,4,16,35,7
[x2 1 1 1],40,0,170,210,10
[1 x2 x2 x2],38,2,90,126,9
[1 x2 1 1],32,8,46,70,8
[x2 1 x2 x2],23,4,16,35,7
[1 1 x2 1],35,22,22,35,7
[x2 x2 1 x2],16,0,54,70,8
[1 1 1 x2],32,8,46,70,8
[x2 x2 x2 1],32,8,46,70,8
[x3 1 1 1],34,0,92,126,9
[1 x3 x3 x3],35,0,91,126,9
[1 x3 1 1],25,9,19,35,7
[x3 1 x3 x3],32,8,46,70,8
[1 1 x3 1],16,0,54,70,8
[x3 x3 1 x3],35,22,22,35,7
[1 1 1 x3],32,8,46,70,8
[x3 x3 x3 1],16,0,19,35,7
[x4 1 1 1],40,0,170,210,10
[1 x4 x4 x4],38,2,90,126,9
[1 x4 1 1],32,8,46,70,8
[x4 1 x4 x4],32,8,46,70,8
[1 1 x4 1],35,22,22,35,7
[x4 x4 1 x4],16,0,54,70,8
[1 1 1 x4],32,8,46,70,8
[x4 x4 x4 1],23,4,16,35,7
[1 1 1 1],15,6,6,15,6
