[x1 1 1 1],88,20,262,330,11
[1 x1 x1 x1],62,7,71,126,9
[1 x1 1 1],100,37,147,210,10
[x1 1 x1 x1],88,20,262,330,11
[1 1 x1 1],108,26,248,330,11
[x1 x1 1 x1],86,19,143,210,10
[1 1 1 x1],75,25,76,126,9
[x1 x1 x1 1],69,6,147,210,10
[x2 1 1 1],75,22,73,126,9
[1 x2 x2 x2],88,20,262,330,11
[1 x2 1 1],79,22,153,210,10
[x2 1 x2 x2],76,23,73,126,9
[1 1 x2 1],108,26,248,330,11
[x2 x2 1 x2],90,19,139,210,10
[1 1 1 x2],69,6,147,210,10
[x2 x2 x2 1],69,6,147,210,10
[x3 1 1 1],97,34,147,210,10
[1 x3 x3 x3],88,20,262,330,11
[1 x3 1 1],79,22,153,210,10
[x3 1 x3 x3],100,37,147,210,10
[1 1 x3 1],108,26,248,330,11
[x3 x3 1 x3],90,19,139,210,10
[1 1 1 x3],69,6,147,210,10
[x3 x3 x3 1],69,6,147,210,10
[x4 1 1 1],47,0,79,126,9
[1 x4 x4 x4],88,20,262,330,11
[1 x4 1 1],88,20,262,330,11
[x4 1 x4 x4],88,20,262,330,11
[1 1 x4 1],108,26,248,330,11
[x4 x4 1 x4],96,26,140,210,10
[1 1 1 x4],69,6,147,210,10
[x4 x4 x4 1],53,11,28,70,8
[1 1 1 1],75,25,76,126,9
