[x1 1 1 1],155,40,380,495,12
[1 x1 x1 x1],79,1,48,126,9
[1 x1 1 1],198,51,348,495,12
[x1 1 x1 x1],201,56,350,495,12
[1 1 x1 1],121,17,106,210,10
[x1 x1 1 x1],136,4,363,495,12
[1 1 1 x1],150,36,216,330,11
[x1 x1 x1 1],150,27,372,495,12
[x2 1 1 1],155,40,380,495,12
[1 x2 x2 x2],155,40,380,495,12
[1 x2 1 1],198,39,556,715,13
[x2 1 x2 x2],172,32,355,495,12
[1 1 x2 1],136,4,363,495,12
[x2 x2 1 x2],136,4,363,495,12
[1 1 1 x2],158,54,226,330,11
[x2 x2 x2 1],150,27,372,495,12
[x3 1 1 1],158,54,226,330,11
[1 x3 x3 x3],155,40,380,495,12
[1 x3 1 1],198,39,556,715,13
[x3 1 x3 x3],198,51,348,495,12
[1 1 x3 1],136,4,363,495,12
[x3 x3 1 x3],116,10,104,210,10
[1 1 1 x3],158,49,221,330,11
[x3 x3 x3 1],150,27,372,495,12
[x4 1 1 1],155,49,224,330,11
[1 x4 x4 x4],155,40,380,495,12
[1 x4 1 1],172,32,355,495,12
[x4 1 x4 x4],177,32,350,495,12
[1 1 x4 1],201,86,215,330,11
[x4 x4 1 x4],136,4,363,495,12
[1 1 1 x4],150,27,372,495,12
[x4 x4 x4 1],112,20,118,210,10
[1 1 1 1],125,33,118,210,10
